Title,Release Year,Locations,Latitude,Longitude,Director,Writer,Actor 1,Actor 2,Actor 3,Address,Full Address
Invasion of the Body Snatchers,1978,Chinatown,37.7943,-122.406,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,"Chinatown San Francisco California,",
Milk,2008,Chinatown,37.7943,-122.406,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,"Chinatown San Francisco California,",
Pacific Heights,1990,Chinatown,37.7943,-122.406,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,"Chinatown San Francisco California,",
Romeo Must Die,2000,Chinatown,37.7943,-122.406,Andrzej Bartkowiak,Mitchell Kapner,Jet Li,Aaliyah,,"Chinatown San Francisco California,",
What's Up Doc?,1972,Chinatown,37.7943,-122.406,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,"Chinatown San Francisco California,",
Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,37.7943,-122.406,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,"Chinatown San Francisco California,",
Junior,1994,Chinatown Gate,37.7943,-122.406,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,"Chinatown Gate San Francisco California,",
It Came From Beneath the Sea,1955,Crissy Field,37.80498,-122.449,Robert Gordon,George Worthing Yates,Kenneth Tobey,Faith Domergue,Donald Curtis,"924 Mason St San Francisco California,",
Mrs. Doubtfire,1993,Crissy Field,37.80498,-122.449,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,"924 Mason St San Francisco California,",
Nine Months,1995,Crissy Field,37.80498,-122.449,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,"924 Mason St San Francisco California,",
Sweet November,2001,Crissy Field,37.80498,-122.449,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,"924 Mason St San Francisco California,",
Sweet November,2001,Christopher's Books (1400 18th Street),37.76279,-122.393,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,"1400 18th Street San Francisco California,",
Looking Season 2 ep 202,2015,Church @ Duboce Street,37.76637,-122.431,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"Duboce Street San Francisco California,",
Looking,2014,Church and Duboce Muni Station,39.78373,-100.446,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,"Duboce Muni Station San Francisco California,",
Pushing Dead,2016,Church Street MUNI Station,37.75183,-122.427,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,"Church Street San Francisco California,",
Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter),37.79043,-122.401,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,"1 Sansome Street San Francisco California,",
Sweet November,2001,Citicorp Center (1 Sansome Street at Sutter),39.78373,-100.446,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,"Citicorp Center San Francisco California,",
Looking Season 2 ep 208,2015,"Citizens Band, 1198 Folsom Street",37.77523,-122.41,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,"1198 Folsom Street San Francisco California,",
The Game,1997,City Club (155 Sansome Street),37.79581,-122.402,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,"155 Sansome Street San Francisco California,",
180,2011,City Hall,37.77929,-122.419,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,"San Francisco City Hall San Francisco California,",
180,2011,City Hall,37.77929,-122.419,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba ",Siddarth,Nithya Menon,Priya Anand,"San Francisco City Hall San Francisco California,",
A View to a Kill,1985,City Hall,37.77929,-122.419,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,"San Francisco City Hall San Francisco California,",
Bedazzled,2000,City Hall,37.77929,-122.419,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,"San Francisco City Hall San Francisco California,",
Bicentennial Man,1999,City Hall,37.77929,-122.419,Chris Columbus,Nicholas Kazan,Robin Williams,,,"San Francisco City Hall San Francisco California,",
Boys and Girls,2000,City Hall,37.77929,-122.419,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,"San Francisco City Hall San Francisco California,",
Class Action,1991,City Hall,37.77929,-122.419,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,"San Francisco City Hall San Francisco California,",
Dawn of the Planet of the Apes,2014,City Hall,37.77929,-122.419,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,"San Francisco City Hall San Francisco California,",
Final Analysis,1992,City Hall,37.77929,-122.419,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,"San Francisco City Hall San Francisco California,",
Foul Play,1978,City Hall,37.77929,-122.419,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,"San Francisco City Hall San Francisco California,",
Invasion of the Body Snatchers,1978,City Hall,37.77929,-122.419,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,"San Francisco City Hall San Francisco California,",
Jagged Edge,1985,City Hall,37.77929,-122.419,Richard Marquand,Joe Eszterhas,Glenn Close,Jeff Bridges,Peter Coyote,"San Francisco City Hall San Francisco California,",
Knife Fight,2013,City Hall,37.77929,-122.419,Bill Guttentag,Bill Guttentag & Chris Lehane,Rob Lowe,Julie Bowen,Jamie Chung,"San Francisco City Hall San Francisco California,",
Magnum Force,1973,City Hall,37.77929,-122.419,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,"San Francisco City Hall San Francisco California,",
Milk,2008,City Hall,37.77929,-122.419,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,"San Francisco City Hall San Francisco California,",
San Francisco,1936,City Hall,37.77929,-122.419,W.S. Van Dyke,Anita Loos,Clark Gable,Jeanette MacDonald,Spencer Tracy,"San Francisco City Hall San Francisco California,",
"Smile Again, Jenny Lee",2015,City Hall,37.77929,-122.419,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,"San Francisco City Hall San Francisco California,",
The Enforcer,1976,City Hall,37.77929,-122.419,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,"San Francisco City Hall San Francisco California,",
The Right Stuff,1983,City Hall,37.77929,-122.419,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,"San Francisco City Hall San Francisco California,",
The Rock,1996,City Hall,37.77929,-122.419,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,"San Francisco City Hall San Francisco California,",
The Wedding Planner,2001,City Hall,37.77929,-122.419,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,"San Francisco City Hall San Francisco California,",
Tucker: The Man and His Dream,1988,City Hall,37.77929,-122.419,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Marin Landau,"San Francisco City Hall San Francisco California,",
When We Rise,2017,City Hall,37.77929,-122.419,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,"San Francisco City Hall San Francisco California,",
"Smile Again, Jenny Lee",2015,City Hall,37.77929,-122.419,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,"San Francisco City Hall San Francisco California,",
So I Married an Axe Murderer,1993,City Light Bookstore (261 Columbus Avenue),37.79765,-122.407,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,"261 Columbus Avenue San Francisco California,",
Tales of the City,2019,"City Lights Books, 261 Columbus Ave",37.80145,-122.412,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"262 Columbus Avenue San Francisco California,",
Heart Beat,1980,City Lights Bookstore (261 Columbus),37.80145,-122.412,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,John Heard,"263 Columbus Avenue San Francisco California,",
Sense8 - Season 2,2016,"City Lights Bookstore, 261 Columbus Ave.",37.80145,-122.412,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,"264 Columbus Avenue San Francisco California,",
A Taiwanese Tale of Two Cities,2018,Civic Center Plaza,37.77945,-122.418,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,"Civic Center Plaza San Francisco California,",
"Murder in the First, Season 3",2016,Civic Center Plaza,37.77945,-122.418,Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,"Civic Center Plaza San Francisco California,",
Sudden Impact,1983,Civic Center Plaza,37.77945,-122.418,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,"Civic Center Plaza San Francisco California,",
The Presidio,1988,Civic Center Plaza,37.77945,-122.418,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,"Civic Center Plaza San Francisco California,",
Quitters,2015,Claire Lilienthal Elementary School,37.78723,-122.458,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"3950 Sacramento St San Francisco California,",
Tales of the City,2019,Clarion Alley,37.76305,-122.419,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,"Clarion Alley San Francisco California,",
Sense8,2015,Clarion Alley between Valencia & Mission St.,37.76305,-122.419,The Wachowskis,The Wachowskis,Jamie Clayton,,,"Clarion Alley San Francisco California,",
GirlBoss,2017,Clarion Alley between Valencia and Mission,37.76305,-122.419,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,"Clarion Alley San Francisco California,",
Vertigo,1958,Claude Lane at Bush Street,37.79072,-122.404,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,"Claude Lane San Francisco California,",
Sense8 - Season 2,2016,Clay between Stockton and Grant,39.78373,-100.446,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,"Grant San Francisco California,",
"Smile Again, Jenny Lee",2015,Clay St. at Sansome,37.79531,-122.398,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,"Clay St San Francisco California,",
San Andreas,2015,Clay St. at Taylor,37.79531,-122.398,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"Clay St San Francisco California,",
San Andreas,2015,Clay St. at Taylor,37.79531,-122.398,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"Clay St San Francisco California,",
GirlBoss,2017,"Clayton Post Office, 554 Clayton St.",37.77005,-122.448,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,"554 Clayton St San Francisco California,",
Quitters,2015,Clement St. from 5th and 7th Ave.,37.76345,-122.464,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"7th Ave. San Francisco California,",
Quitters,2015,Clement St. from 5th and 7th Ave.,37.76345,-122.464,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"7th Ave. San Francisco California,",
Quitters,2015,Clement St. from 6th to 7th Ave.,37.78167,-122.493,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"Clement St. San Francisco California,",
Quitters,2015,Clement St. from 6th to 7th Ave.,37.78167,-122.493,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,"Clement St. San Francisco California,",
The Dead Pool,1988,Clementina & Sumner Streets,37.78477,-122.399,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,"Clementina San Francisco California,",
Alexander's Ragtime Band,1938,Cliff House (1090 Point Lobos Avenue),37.77856,-122.514,Henry King,Kathryn Scola,Tyrone Power,Alice Faye,Don Ameche,"Cliff House San Francisco California,",
Greed,1924,Cliff House (1090 Point Lobos Avenue),37.77856,-122.514,Eric von Stroheim,Eric von Stroheim,Zasu Pitts,Gibson Gowland,Jean Hersholt,"Cliff House San Francisco California,",
Greed,1924,Cliff House (1090 Point Lobos Avenue),37.77856,-122.514,Eric von Stroheim,Eric von Stroheim,Zasu Pitts,Gibson Gowland,Jean Hersholt,"Cliff House San Francisco California,",
The Princess Diaries,2001,Cliff House (1090 Point Lobos Avenue),37.77856,-122.514,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,"Cliff House San Francisco California,",
Chance- Season 1 ep109,2016,"Cliffhouse, 1090 Point Lobos Ave.",37.77856,-122.514,Sara Gran and Pete Begler,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Cliff House San Francisco California,",
Chance- Season 1 ep110,2016,"Cliffhouse, 1090 Point Lobos Ave.",37.77856,-122.514,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,"Cliff House San Francisco California,",
The Jazz Singer,1927,Coffee Dan's (O'Farrell Street at Powell),37.78474,-122.421,Alan Crosland,Alfred A. Cohn,Al Jolson,May McAvoy,Warner Oland,"O'Farrell Street San Francisco California,",
Americana,2015,Coi Restaurant (373 Broadway),37.79819,-122.403,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,"373 Broadway San Francisco California,",
After the Thin Man,1936,1 Telegraph Hill Blvd,39.78373,-100.446,W.S. Van Dyke,Frances Goodrich,William Powell,Myrna Loy,James Stewart,"1 Telegraph Hill Blvd San Francisco California,",
Boys and Girls,2000,1 Telegraph Hill Blvd,39.78373,-100.446,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,"1 Telegraph Hill Blvd San Francisco California,",
Chance Season 2,2017,1 Telegraph Hill Blvd,39.78373,-100.446,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"1 Telegraph Hill Blvd San Francisco California,",
Doctor Dolittle,1998,1 Telegraph Hill Blvd,39.78373,-100.446,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,"1 Telegraph Hill Blvd San Francisco California,",
Pal Joey,1957,1 Telegraph Hill Blvd,39.78373,-100.446,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,"1 Telegraph Hill Blvd San Francisco California,",
San Andreas,2015,1 Telegraph Hill Blvd,39.78373,-100.446,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"1 Telegraph Hill Blvd San Francisco California,",
San Andreas,2015,1 Telegraph Hill Blvd,39.78373,-100.446,Brad Peyton,Allan Loeb,Dwayne Johnson,,,"1 Telegraph Hill Blvd San Francisco California,",
Sister Act 2: Back in the Habit,1993,1 Telegraph Hill Blvd,39.78373,-100.446,Bill Duke,Joseph Howard,Whoopi Goldberg,Maggie Smith,,"1 Telegraph Hill Blvd San Francisco California,",
The Enforcer,1976,1 Telegraph Hill Blvd,39.78373,-100.446,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,"1 Telegraph Hill Blvd San Francisco California,",
The House on Telegraph Hill,1951,1 Telegraph Hill Blvd,39.78373,-100.446,Robert Wise,Elick Moll,Richard Basehart,Valentina Cortese,William Lundigan,"1 Telegraph Hill Blvd San Francisco California,",
The Presidio,1988,1 Telegraph Hill Blvd,39.78373,-100.446,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,"1 Telegraph Hill Blvd San Francisco California,",
The Rock,1996,1 Telegraph Hill Blvd,39.78373,-100.446,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,"1 Telegraph Hill Blvd San Francisco California,",
Bullitt,1968,Columbus & Lombard Streets (North Beach),37.80118,-122.409,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,"North Beach San Francisco California,",
Dawn of the Planet of the Apes,2014,Columbus & Pacific Ave,37.79089,-122.453,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,"Pacific Ave San Francisco California,",
Parks and Recreation,2014,Columbus and Green,8.654539,-73.3676,Dean Holland,Greg Daniels,Amy Poehler,,,"Green San Francisco California,",
The Bachelor,1999,Columbus Avenue at Green & Stockton,37.79319,-122.408,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,"Stockton San Francisco California,",
"Murder in the First, Season 2",2015,Columbus Avenue between Washington and Bay Streets,37.80416,-122.425,Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,"Bay Street San Francisco California,",
Ant-Man,2015,Columbus between Bay and Washington,-2.21797,-79.8962,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,"Washington San Francisco California,",
Ant-Man,2015,Columbus between Bay and Washington,-2.21797,-79.8962,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,"Washington San Francisco California,",
Chance Season 2,2017,Columbus between Filbert and Lombard St,37.79919,-122.441,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,"Lombard St San Francisco California,",
High Crimes,2002,Condor Club (Columbus and Broadway),37.79584,-122.423,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,"Broadway San Francisco California,",
Harold and Maude,1971,Conservatory of Flowers (Golden Gate Park),37.7726,-122.46,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort,,"Conservatory of Flowers San Francisco California,",
Heart and Souls,1993,Conservatory of Flowers (Golden Gate Park),37.7726,-122.46,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,"Conservatory of Flowers San Francisco California,",
Playing Mona Lisa,2000,Conservatory of Flowers (Golden Gate Park),37.7726,-122.46,Matthew Huffman,Marni Freedman,Alicia Witt,Harvey Fierstein,,"Conservatory of Flowers San Francisco California,",
Vertigo,1958,Conservatory of Flowers (Golden Gate Park),37.7726,-122.46,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,"Conservatory of Flowers San Francisco California,",
High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park",37.7726,-122.46,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,"Conservatory of Flowers San Francisco California,",
Terminator - Genisys,2015,Construction Site in front of 260 Stockton St. at Post St.,37.78881,-122.404,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,"Post St. San Francisco California,",
